entity,iso_code,date,indicator,value
Croatia,HRV,2020-08-02,Daily hospital occupancy per million,32.503
Croatia,HRV,2020-08-02,Weekly new hospital admissions,76.0
Croatia,HRV,2020-08-02,Weekly new hospital admissions per million,18.829
Croatia,HRV,2020-08-03,Daily hospital occupancy,130.0
Croatia,HRV,2020-08-03,Daily hospital occupancy per million,32.255
Croatia,HRV,2020-08-04,Daily hospital occupancy,117.0
Croatia,HRV,2020-08-04,Daily hospital occupancy per million,29.03
Croatia,HRV,2020-08-05,Daily hospital occupancy,111.0
Croatia,HRV,2020-08-05,Daily hospital occupancy per million,27.541
Croatia,HRV,2020-08-06,Daily hospital occupancy,110.0
Croatia,HRV,2020-08-06,Daily hospital occupancy per million,27.293
Croatia,HRV,2020-08-07,Daily hospital occupancy,122.0
Croatia,HRV,2020-08-07,Daily hospital occupancy per million,30.27
Croatia,HRV,2020-08-08,Daily hospital occupancy,120.0
Croatia,HRV,2020-08-08,Daily hospital occupancy per million,29.774
Croatia,HRV,2020-08-09,Daily hospital occupancy,121.0
Croatia,HRV,2020-08-09,Daily hospital occupancy per million,30.022
Croatia,HRV,2020-08-09,Weekly new hospital admissions,64.0
Croatia,HRV,2020-08-09,Weekly new hospital admissions per million,15.856
Croatia,HRV,2020-08-10,Daily hospital occupancy,124.0
Croatia,HRV,2020-08-10,Daily hospital occupancy per million,30.766
Croatia,HRV,2020-08-11,Daily hospital occupancy,115.0
Croatia,HRV,2020-08-11,Daily hospital occupancy per million,28.533
Croatia,HRV,2020-08-12,Daily hospital occupancy,117.0
Croatia,HRV,2020-08-12,Daily hospital occupancy per million,29.03
Croatia,HRV,2020-08-13,Daily hospital occupancy,115.0
Croatia,HRV,2020-08-13,Daily hospital occupancy per million,28.533
Croatia,HRV,2020-08-14,Daily hospital occupancy,106.0
Croatia,HRV,2020-08-14,Daily hospital occupancy per million,26.3
Croatia,HRV,2020-08-15,Daily hospital occupancy,118.0
Croatia,HRV,2020-08-15,Daily hospital occupancy per million,29.278
Croatia,HRV,2020-08-16,Daily hospital occupancy,126.0
Croatia,HRV,2020-08-16,Daily hospital occupancy per million,31.263
Croatia,HRV,2020-08-16,Weekly new hospital admissions,70.0
Croatia,HRV,2020-08-16,Weekly new hospital admissions per million,17.342
Croatia,HRV,2020-08-17,Daily hospital occupancy,126.0
Croatia,HRV,2020-08-17,Daily hospital occupancy per million,31.263
Croatia,HRV,2020-08-18,Daily hospital occupancy,120.0
Croatia,HRV,2020-08-18,Daily hospital occupancy per million,29.774
Croatia,HRV,2020-08-19,Daily hospital occupancy,122.0
Croatia,HRV,2020-08-19,Daily hospital occupancy per million,30.27
Croatia,HRV,2020-08-20,Daily hospital occupancy,127.0
Croatia,HRV,2020-08-20,Daily hospital occupancy per million,31.511
Croatia,HRV,2020-08-21,Daily hospital occupancy,135.0
Croatia,HRV,2020-08-21,Daily hospital occupancy per million,33.496
Croatia,HRV,2020-08-22,Daily hospital occupancy,143.0
Croatia,HRV,2020-08-22,Daily hospital occupancy per million,35.481
Croatia,HRV,2020-08-23,Daily hospital occupancy,155.0
Croatia,HRV,2020-08-23,Daily hospital occupancy per million,38.458
Croatia,HRV,2020-08-23,Weekly new hospital admissions,98.0
Croatia,HRV,2020-08-23,Weekly new hospital admissions per million,24.279
Croatia,HRV,2020-08-24,Daily hospital occupancy,163.0
Croatia,HRV,2020-08-24,Daily hospital occupancy per million,40.443
Croatia,HRV,2020-08-25,Daily hospital occupancy,167.0
Croatia,HRV,2020-08-25,Daily hospital occupancy per million,41.435
Croatia,HRV,2020-08-26,Daily hospital occupancy,174.0
Croatia,HRV,2020-08-26,Daily hospital occupancy per million,43.172
Croatia,HRV,2020-08-27,Daily hospital occupancy,194.0
Croatia,HRV,2020-08-27,Daily hospital occupancy per million,48.135
Croatia,HRV,2020-08-28,Daily hospital occupancy,212.0
Croatia,HRV,2020-08-28,Daily hospital occupancy per million,52.601
Croatia,HRV,2020-08-29,Daily hospital occupancy,211.0
Croatia,HRV,2020-08-29,Daily hospital occupancy per million,52.353
Croatia,HRV,2020-08-30,Daily hospital occupancy,229.0
Croatia,HRV,2020-08-30,Daily hospital occupancy per million,56.819
Croatia,HRV,2020-08-30,Weekly new hospital admissions,189.0
Croatia,HRV,2020-08-30,Weekly new hospital admissions per million,46.824
Croatia,HRV,2020-08-31,Daily hospital occupancy,251.0
Croatia,HRV,2020-08-31,Daily hospital occupancy per million,62.277
Croatia,HRV,2020-09-01,Daily hospital occupancy,258.0
Croatia,HRV,2020-09-01,Daily hospital occupancy per million,64.014
Croatia,HRV,2020-09-02,Daily hospital occupancy,258.0
Croatia,HRV,2020-09-02,Daily hospital occupancy per million,64.014
Croatia,HRV,2020-09-03,Daily hospital occupancy,269.0
Croatia,HRV,2020-09-03,Daily hospital occupancy per million,66.743
Croatia,HRV,2020-09-04,Daily hospital occupancy,283.0
Croatia,HRV,2020-09-04,Daily hospital occupancy per million,70.217
Croatia,HRV,2020-09-05,Daily hospital occupancy,285.0
Croatia,HRV,2020-09-05,Daily hospital occupancy per million,70.713
Croatia,HRV,2020-09-06,Daily hospital occupancy,296.0
Croatia,HRV,2020-09-06,Daily hospital occupancy per million,73.443
Croatia,HRV,2020-09-06,Weekly new hospital admissions,234.0
Croatia,HRV,2020-09-06,Weekly new hospital admissions per million,57.973
Croatia,HRV,2020-09-07,Daily hospital occupancy,307.0
Croatia,HRV,2020-09-07,Daily hospital occupancy per million,76.172
Croatia,HRV,2020-09-08,Daily hospital occupancy,303.0
Croatia,HRV,2020-09-08,Daily hospital occupancy per million,75.179
Croatia,HRV,2020-09-09,Daily hospital occupancy,299.0
Croatia,HRV,2020-09-09,Daily hospital occupancy per million,74.187
Croatia,HRV,2020-09-10,Daily hospital occupancy,320.0
Croatia,HRV,2020-09-10,Daily hospital occupancy per million,79.397
Croatia,HRV,2020-09-11,Daily hospital occupancy,327.0
Croatia,HRV,2020-09-11,Daily hospital occupancy per million,81.134
Croatia,HRV,2020-09-12,Daily hospital occupancy,313.0
Croatia,HRV,2020-09-12,Daily hospital occupancy per million,77.661
Croatia,HRV,2020-09-13,Daily hospital occupancy,309.0
Croatia,HRV,2020-09-13,Daily hospital occupancy per million,76.668
Croatia,HRV,2020-09-13,Weekly new hospital admissions,219.0
Croatia,HRV,2020-09-13,Weekly new hospital admissions per million,54.257
Croatia,HRV,2020-09-14,Daily hospital occupancy,310.0
Croatia,HRV,2020-09-14,Daily hospital occupancy per million,76.916
Croatia,HRV,2020-09-15,Daily hospital occupancy,299.0
Croatia,HRV,2020-09-15,Daily hospital occupancy per million,74.187
Croatia,HRV,2020-09-16,Daily hospital occupancy,293.0
Croatia,HRV,2020-09-16,Daily hospital occupancy per million,72.698
Croatia,HRV,2020-09-17,Daily hospital occupancy,300.0
Croatia,HRV,2020-09-17,Daily hospital occupancy per million,74.435
Croatia,HRV,2020-09-18,Daily hospital occupancy,280.0
Croatia,HRV,2020-09-18,Daily hospital occupancy per million,69.473
Croatia,HRV,2020-09-19,Daily hospital occupancy,288.0
Croatia,HRV,2020-09-19,Daily hospital occupancy per million,71.458
Croatia,HRV,2020-09-20,Daily hospital occupancy,281.0
Croatia,HRV,2020-09-20,Daily hospital occupancy per million,69.721
Croatia,HRV,2020-09-20,Weekly new hospital admissions,171.0
Croatia,HRV,2020-09-20,Weekly new hospital admissions per million,42.365
Croatia,HRV,2020-09-21,Daily hospital occupancy,297.0
Croatia,HRV,2020-09-21,Daily hospital occupancy per million,73.691
Croatia,HRV,2020-09-22,Daily hospital occupancy,278.0
Croatia,HRV,2020-09-22,Daily hospital occupancy per million,68.976
Croatia,HRV,2020-09-23,Daily hospital occupancy,278.0
Croatia,HRV,2020-09-23,Daily hospital occupancy per million,68.976
Croatia,HRV,2020-09-24,Daily hospital occupancy,266.0
Croatia,HRV,2020-09-24,Daily hospital occupancy per million,65.999
Croatia,HRV,2020-09-25,Daily hospital occupancy,273.0
Croatia,HRV,2020-09-25,Daily hospital occupancy per million,67.736
Croatia,HRV,2020-09-26,Daily hospital occupancy,271.0
Croatia,HRV,2020-09-26,Daily hospital occupancy per million,67.24
Croatia,HRV,2020-09-27,Daily hospital occupancy,280.0
Croatia,HRV,2020-09-27,Daily hospital occupancy per million,69.473
Croatia,HRV,2020-09-27,Weekly new hospital admissions,205.0
Croatia,HRV,2020-09-27,Weekly new hospital admissions per million,50.788
Croatia,HRV,2020-09-28,Daily hospital occupancy,291.0
Croatia,HRV,2020-09-28,Daily hospital occupancy per million,72.202
Croatia,HRV,2020-09-29,Daily hospital occupancy,274.0
Croatia,HRV,2020-09-29,Daily hospital occupancy per million,67.984
Croatia,HRV,2020-09-30,Daily hospital occupancy,288.0
Croatia,HRV,2020-09-30,Daily hospital occupancy per million,71.458
Croatia,HRV,2020-10-01,Daily hospital occupancy,297.0
Croatia,HRV,2020-10-01,Daily hospital occupancy per million,73.691
Croatia,HRV,2020-10-02,Daily hospital occupancy,286.0
Croatia,HRV,2020-10-02,Daily hospital occupancy per million,70.961
Croatia,HRV,2020-10-03,Daily hospital occupancy,289.0
Croatia,HRV,2020-10-03,Daily hospital occupancy per million,71.706
Croatia,HRV,2020-10-04,Daily hospital occupancy,296.0
Croatia,HRV,2020-10-04,Daily hospital occupancy per million,73.443
Croatia,HRV,2020-10-04,Weekly new hospital admissions,232.0
Croatia,HRV,2020-10-04,Weekly new hospital admissions per million,57.478
Croatia,HRV,2020-10-05,Daily hospital occupancy,326.0
Croatia,HRV,2020-10-05,Daily hospital occupancy per million,80.886
Croatia,HRV,2020-10-06,Daily hospital occupancy,334.0
Croatia,HRV,2020-10-06,Daily hospital occupancy per million,82.871
Croatia,HRV,2020-10-07,Daily hospital occupancy,344.0
Croatia,HRV,2020-10-07,Daily hospital occupancy per million,85.352
Croatia,HRV,2020-10-08,Daily hospital occupancy,361.0
Croatia,HRV,2020-10-08,Daily hospital occupancy per million,89.57
Croatia,HRV,2020-10-09,Daily hospital occupancy,385.0
Croatia,HRV,2020-10-09,Daily hospital occupancy per million,95.525
Croatia,HRV,2020-10-10,Daily hospital occupancy,382.0
Croatia,HRV,2020-10-10,Daily hospital occupancy per million,94.781
Croatia,HRV,2020-10-11,Daily hospital occupancy,384.0
Croatia,HRV,2020-10-11,Daily hospital occupancy per million,95.277
Croatia,HRV,2020-10-11,Weekly new hospital admissions,338.0
Croatia,HRV,2020-10-11,Weekly new hospital admissions per million,83.987
Croatia,HRV,2020-10-12,Daily hospital occupancy,404.0
Croatia,HRV,2020-10-12,Daily hospital occupancy per million,100.239
Croatia,HRV,2020-10-13,Daily hospital occupancy,424.0
Croatia,HRV,2020-10-13,Daily hospital occupancy per million,105.201
Croatia,HRV,2020-10-14,Daily hospital occupancy,441.0
Croatia,HRV,2020-10-14,Daily hospital occupancy per million,109.419
Croatia,HRV,2020-10-15,Daily hospital occupancy,439.0
Croatia,HRV,2020-10-15,Daily hospital occupancy per million,108.923
Croatia,HRV,2020-10-16,Daily hospital occupancy,505.0
Croatia,HRV,2020-10-16,Daily hospital occupancy per million,125.299
Croatia,HRV,2020-10-17,Daily hospital occupancy,530.0
Croatia,HRV,2020-10-17,Daily hospital occupancy per million,131.502
Croatia,HRV,2020-10-18,Daily hospital occupancy,548.0
Croatia,HRV,2020-10-18,Daily hospital occupancy per million,135.968
Croatia,HRV,2020-10-18,Weekly new hospital admissions,522.0
Croatia,HRV,2020-10-18,Weekly new hospital admissions per million,129.572
Croatia,HRV,2020-10-19,Daily hospital occupancy,571.0
Croatia,HRV,2020-10-19,Daily hospital occupancy per million,141.675
Croatia,HRV,2020-10-20,Daily hospital occupancy,574.0
Croatia,HRV,2020-10-20,Daily hospital occupancy per million,142.419
Croatia,HRV,2020-10-21,Daily hospital occupancy,622.0
Croatia,HRV,2020-10-21,Daily hospital occupancy per million,154.329
Croatia,HRV,2020-10-22,Daily hospital occupancy,661.0
Croatia,HRV,2020-10-22,Daily hospital occupancy per million,164.005
Croatia,HRV,2020-10-23,Daily hospital occupancy,716.0
Croatia,HRV,2020-10-23,Daily hospital occupancy per million,177.652
Croatia,HRV,2020-10-24,Daily hospital occupancy,731.0
Croatia,HRV,2020-10-24,Daily hospital occupancy per million,181.373
Croatia,HRV,2020-10-25,Daily hospital occupancy,825.0
Croatia,HRV,2020-10-25,Daily hospital occupancy per million,204.696
Croatia,HRV,2020-10-25,Weekly new hospital admissions,820.0
Croatia,HRV,2020-10-25,Weekly new hospital admissions per million,203.401
Croatia,HRV,2020-10-26,Daily hospital occupancy,864.0
Croatia,HRV,2020-10-26,Daily hospital occupancy per million,214.373
Croatia,HRV,2020-10-27,Daily hospital occupancy,897.0
Croatia,HRV,2020-10-27,Daily hospital occupancy per million,222.561
Croatia,HRV,2020-10-28,Daily hospital occupancy,932.0
Croatia,HRV,2020-10-28,Daily hospital occupancy per million,231.245
Croatia,HRV,2020-10-29,Daily hospital occupancy,985.0
Croatia,HRV,2020-10-29,Daily hospital occupancy per million,244.395
Croatia,HRV,2020-10-30,Daily hospital occupancy,1027.0
Croatia,HRV,2020-10-30,Daily hospital occupancy per million,254.816
Croatia,HRV,2020-10-31,Daily hospital occupancy,1049.0
Croatia,HRV,2020-10-31,Daily hospital occupancy per million,260.274
Croatia,HRV,2020-11-01,Daily hospital occupancy,1097.0
Croatia,HRV,2020-11-01,Daily hospital occupancy per million,272.184
Croatia,HRV,2020-11-01,Weekly new hospital admissions,1082.0
Croatia,HRV,2020-11-01,Weekly new hospital admissions per million,268.559
Croatia,HRV,2020-11-02,Daily hospital occupancy,1127.0
Croatia,HRV,2020-11-02,Daily hospital occupancy per million,279.628
Croatia,HRV,2020-11-03,Daily hospital occupancy,1192.0
Croatia,HRV,2020-11-03,Daily hospital occupancy per million,295.755
Croatia,HRV,2020-11-04,Daily hospital occupancy,1221.0
Croatia,HRV,2020-11-04,Daily hospital occupancy per million,302.951
Croatia,HRV,2020-11-05,Daily hospital occupancy,1278.0
Croatia,HRV,2020-11-05,Daily hospital occupancy per million,317.093
Croatia,HRV,2020-11-06,Daily hospital occupancy,1307.0
Croatia,HRV,2020-11-06,Daily hospital occupancy per million,324.289
Croatia,HRV,2020-11-07,Daily hospital occupancy,1330.0
Croatia,HRV,2020-11-07,Daily hospital occupancy per million,329.995
Croatia,HRV,2020-11-08,Daily hospital occupancy,1396.0
Croatia,HRV,2020-11-08,Daily hospital occupancy per million,346.371
Croatia,HRV,2020-11-08,Weekly new hospital admissions,1298.0
Croatia,HRV,2020-11-08,Weekly new hospital admissions per million,322.073
Croatia,HRV,2020-11-09,Daily hospital occupancy,1451.0
Croatia,HRV,2020-11-09,Daily hospital occupancy per million,360.017
Croatia,HRV,2020-11-10,Daily hospital occupancy,1513.0
Croatia,HRV,2020-11-10,Daily hospital occupancy per million,375.401
Croatia,HRV,2020-11-11,Daily hospital occupancy,1545.0
