entity,iso_code,date,indicator,value
Spain,ESP,2021-03-03,Weekly new hospital admissions,5906.0
Spain,ESP,2021-03-03,Weekly new hospital admissions per million,124.184
Spain,ESP,2021-03-04,Daily ICU occupancy,2571.0
Spain,ESP,2021-03-04,Daily ICU occupancy per million,54.06
Spain,ESP,2021-03-04,Daily hospital occupancy,7347.0
Spain,ESP,2021-03-04,Daily hospital occupancy per million,154.483
Spain,ESP,2021-03-04,Weekly new ICU admissions,735.0
Spain,ESP,2021-03-04,Weekly new ICU admissions per million,15.455
Spain,ESP,2021-03-04,Weekly new hospital admissions,5784.0
Spain,ESP,2021-03-04,Weekly new hospital admissions per million,121.618
Spain,ESP,2021-03-05,Daily ICU occupancy,2527.0
Spain,ESP,2021-03-05,Daily ICU occupancy per million,53.134
Spain,ESP,2021-03-05,Daily hospital occupancy,6945.0
Spain,ESP,2021-03-05,Daily hospital occupancy per million,146.03
Spain,ESP,2021-03-05,Weekly new ICU admissions,741.0
Spain,ESP,2021-03-05,Weekly new ICU admissions per million,15.581
Spain,ESP,2021-03-05,Weekly new hospital admissions,5573.0
Spain,ESP,2021-03-05,Weekly new hospital admissions per million,117.182
Spain,ESP,2021-03-06,Daily ICU occupancy,2521.0
Spain,ESP,2021-03-06,Daily ICU occupancy per million,53.008
Spain,ESP,2021-03-06,Daily hospital occupancy,6894.0
Spain,ESP,2021-03-06,Daily hospital occupancy per million,144.958
Spain,ESP,2021-03-06,Weekly new ICU admissions,733.0
Spain,ESP,2021-03-06,Weekly new ICU admissions per million,15.413
Spain,ESP,2021-03-06,Weekly new hospital admissions,5339.0
Spain,ESP,2021-03-06,Weekly new hospital admissions per million,112.261
Spain,ESP,2021-03-07,Daily ICU occupancy,2471.0
Spain,ESP,2021-03-07,Daily ICU occupancy per million,51.957
Spain,ESP,2021-03-07,Daily hospital occupancy,7292.0
Spain,ESP,2021-03-07,Daily hospital occupancy per million,153.327
Spain,ESP,2021-03-07,Weekly new ICU admissions,717.0
Spain,ESP,2021-03-07,Weekly new ICU admissions per million,15.076
Spain,ESP,2021-03-07,Weekly new hospital admissions,5267.0
Spain,ESP,2021-03-07,Weekly new hospital admissions per million,110.748
Spain,ESP,2021-03-08,Daily ICU occupancy,2366.0
Spain,ESP,2021-03-08,Daily ICU occupancy per million,49.749
Spain,ESP,2021-03-08,Daily hospital occupancy,7026.0
Spain,ESP,2021-03-08,Daily hospital occupancy per million,147.733
Spain,ESP,2021-03-08,Weekly new ICU admissions,713.0
Spain,ESP,2021-03-08,Weekly new ICU admissions per million,14.992
Spain,ESP,2021-03-08,Weekly new hospital admissions,5214.0
Spain,ESP,2021-03-08,Weekly new hospital admissions per million,109.633
Spain,ESP,2021-03-09,Daily ICU occupancy,2331.0
Spain,ESP,2021-03-09,Daily ICU occupancy per million,49.013
Spain,ESP,2021-03-09,Daily hospital occupancy,6807.0
Spain,ESP,2021-03-09,Daily hospital occupancy per million,143.129
Spain,ESP,2021-03-09,Weekly new ICU admissions,712.0
Spain,ESP,2021-03-09,Weekly new ICU admissions per million,14.971
Spain,ESP,2021-03-09,Weekly new hospital admissions,5117.0
Spain,ESP,2021-03-09,Weekly new hospital admissions per million,107.594
Spain,ESP,2021-03-10,Daily ICU occupancy,2243.0
Spain,ESP,2021-03-10,Daily ICU occupancy per million,47.163
Spain,ESP,2021-03-10,Daily hospital occupancy,6477.0
Spain,ESP,2021-03-10,Daily hospital occupancy per million,136.19
Spain,ESP,2021-03-10,Weekly new ICU admissions,703.0
Spain,ESP,2021-03-10,Weekly new ICU admissions per million,14.782
Spain,ESP,2021-03-10,Weekly new hospital admissions,5018.0
Spain,ESP,2021-03-10,Weekly new hospital admissions per million,105.512
Spain,ESP,2021-03-11,Daily ICU occupancy,2185.0
Spain,ESP,2021-03-11,Daily ICU occupancy per million,45.943
Spain,ESP,2021-03-11,Daily hospital occupancy,6354.0
Spain,ESP,2021-03-11,Daily hospital occupancy per million,133.604
Spain,ESP,2021-03-11,Weekly new ICU admissions,667.0
Spain,ESP,2021-03-11,Weekly new ICU admissions per million,14.025
Spain,ESP,2021-03-11,Weekly new hospital admissions,4940.0
Spain,ESP,2021-03-11,Weekly new hospital admissions per million,103.872
Spain,ESP,2021-03-12,Daily ICU occupancy,2121.0
Spain,ESP,2021-03-12,Daily ICU occupancy per million,44.598
Spain,ESP,2021-03-12,Daily hospital occupancy,6115.0
Spain,ESP,2021-03-12,Daily hospital occupancy per million,128.578
Spain,ESP,2021-03-12,Weekly new ICU admissions,626.0
Spain,ESP,2021-03-12,Weekly new ICU admissions per million,13.163
Spain,ESP,2021-03-12,Weekly new hospital admissions,4981.0
Spain,ESP,2021-03-12,Weekly new hospital admissions per million,104.734
Spain,ESP,2021-03-13,Daily ICU occupancy,2119.0
Spain,ESP,2021-03-13,Daily ICU occupancy per million,44.556
Spain,ESP,2021-03-13,Daily hospital occupancy,6152.0
Spain,ESP,2021-03-13,Daily hospital occupancy per million,129.356
Spain,ESP,2021-03-13,Weekly new ICU admissions,591.0
Spain,ESP,2021-03-13,Weekly new ICU admissions per million,12.427
Spain,ESP,2021-03-13,Weekly new hospital admissions,5050.0
Spain,ESP,2021-03-13,Weekly new hospital admissions per million,106.185
Spain,ESP,2021-03-14,Daily ICU occupancy,2112.0
Spain,ESP,2021-03-14,Daily ICU occupancy per million,44.408
Spain,ESP,2021-03-14,Daily hospital occupancy,6879.0
Spain,ESP,2021-03-14,Daily hospital occupancy per million,144.643
Spain,ESP,2021-03-14,Weekly new ICU admissions,593.0
Spain,ESP,2021-03-14,Weekly new ICU admissions per million,12.469
Spain,ESP,2021-03-14,Weekly new hospital admissions,4987.0
Spain,ESP,2021-03-14,Weekly new hospital admissions per million,104.86
Spain,ESP,2021-03-15,Daily ICU occupancy,2037.0
Spain,ESP,2021-03-15,Daily ICU occupancy per million,42.831
Spain,ESP,2021-03-15,Daily hospital occupancy,6312.0
Spain,ESP,2021-03-15,Daily hospital occupancy per million,132.72
Spain,ESP,2021-03-15,Weekly new ICU admissions,599.0
Spain,ESP,2021-03-15,Weekly new ICU admissions per million,12.595
Spain,ESP,2021-03-15,Weekly new hospital admissions,4974.0
Spain,ESP,2021-03-15,Weekly new hospital admissions per million,104.587
Spain,ESP,2021-03-16,Daily ICU occupancy,1997.0
Spain,ESP,2021-03-16,Daily ICU occupancy per million,41.99
Spain,ESP,2021-03-16,Daily hospital occupancy,6073.0
Spain,ESP,2021-03-16,Daily hospital occupancy per million,127.695
Spain,ESP,2021-03-16,Weekly new ICU admissions,601.0
Spain,ESP,2021-03-16,Weekly new ICU admissions per million,12.637
Spain,ESP,2021-03-16,Weekly new hospital admissions,4942.0
Spain,ESP,2021-03-16,Weekly new hospital admissions per million,103.914
Spain,ESP,2021-03-17,Daily ICU occupancy,1950.0
Spain,ESP,2021-03-17,Daily ICU occupancy per million,41.002
Spain,ESP,2021-03-17,Daily hospital occupancy,5891.0
Spain,ESP,2021-03-17,Daily hospital occupancy per million,123.868
Spain,ESP,2021-03-17,Weekly new ICU admissions,615.0
Spain,ESP,2021-03-17,Weekly new ICU admissions per million,12.931
Spain,ESP,2021-03-17,Weekly new hospital admissions,4994.0
Spain,ESP,2021-03-17,Weekly new hospital admissions per million,105.007
Spain,ESP,2021-03-18,Daily ICU occupancy,1958.0
Spain,ESP,2021-03-18,Daily ICU occupancy per million,41.17
Spain,ESP,2021-03-18,Daily hospital occupancy,5725.0
Spain,ESP,2021-03-18,Daily hospital occupancy per million,120.378
Spain,ESP,2021-03-18,Weekly new ICU admissions,632.0
Spain,ESP,2021-03-18,Weekly new ICU admissions per million,13.289
Spain,ESP,2021-03-18,Weekly new hospital admissions,4955.0
Spain,ESP,2021-03-18,Weekly new hospital admissions per million,104.187
Spain,ESP,2021-03-19,Daily ICU occupancy,1911.0
Spain,ESP,2021-03-19,Daily ICU occupancy per million,40.182
Spain,ESP,2021-03-19,Daily hospital occupancy,5627.0
Spain,ESP,2021-03-19,Daily hospital occupancy per million,118.317
Spain,ESP,2021-03-19,Weekly new ICU admissions,675.0
Spain,ESP,2021-03-19,Weekly new ICU admissions per million,14.193
Spain,ESP,2021-03-19,Weekly new hospital admissions,4814.0
Spain,ESP,2021-03-19,Weekly new hospital admissions per million,101.222
Spain,ESP,2021-03-20,Daily ICU occupancy,1913.0
Spain,ESP,2021-03-20,Daily ICU occupancy per million,40.224
Spain,ESP,2021-03-20,Daily hospital occupancy,5666.0
Spain,ESP,2021-03-20,Daily hospital occupancy per million,119.137
Spain,ESP,2021-03-20,Weekly new ICU admissions,721.0
Spain,ESP,2021-03-20,Weekly new ICU admissions per million,15.16
Spain,ESP,2021-03-20,Weekly new hospital admissions,4681.0
Spain,ESP,2021-03-20,Weekly new hospital admissions per million,98.426
Spain,ESP,2021-03-21,Daily ICU occupancy,1948.0
Spain,ESP,2021-03-21,Daily ICU occupancy per million,40.96
Spain,ESP,2021-03-21,Daily hospital occupancy,6075.0
Spain,ESP,2021-03-21,Daily hospital occupancy per million,127.737
Spain,ESP,2021-03-21,Weekly new ICU admissions,735.0
Spain,ESP,2021-03-21,Weekly new ICU admissions per million,15.455
Spain,ESP,2021-03-21,Weekly new hospital admissions,4664.0
Spain,ESP,2021-03-21,Weekly new hospital admissions per million,98.068
Spain,ESP,2021-03-22,Daily ICU occupancy,1876.0
Spain,ESP,2021-03-22,Daily ICU occupancy per million,39.446
Spain,ESP,2021-03-22,Daily hospital occupancy,6059.0
Spain,ESP,2021-03-22,Daily hospital occupancy per million,127.401
Spain,ESP,2021-03-22,Weekly new ICU admissions,740.0
Spain,ESP,2021-03-22,Weekly new ICU admissions per million,15.56
Spain,ESP,2021-03-22,Weekly new hospital admissions,4727.0
Spain,ESP,2021-03-22,Weekly new hospital admissions per million,99.393
Spain,ESP,2021-03-23,Daily ICU occupancy,1855.0
Spain,ESP,2021-03-23,Daily ICU occupancy per million,39.004
Spain,ESP,2021-03-23,Daily hospital occupancy,5951.0
Spain,ESP,2021-03-23,Daily hospital occupancy per million,125.13
Spain,ESP,2021-03-23,Weekly new ICU admissions,736.0
Spain,ESP,2021-03-23,Weekly new ICU admissions per million,15.476
Spain,ESP,2021-03-23,Weekly new hospital admissions,4725.0
Spain,ESP,2021-03-23,Weekly new hospital admissions per million,99.351
Spain,ESP,2021-03-24,Daily ICU occupancy,1853.0
Spain,ESP,2021-03-24,Daily ICU occupancy per million,38.962
Spain,ESP,2021-03-24,Daily hospital occupancy,5945.0
Spain,ESP,2021-03-24,Daily hospital occupancy per million,125.004
Spain,ESP,2021-03-24,Weekly new ICU admissions,728.0
Spain,ESP,2021-03-24,Weekly new ICU admissions per million,15.307
Spain,ESP,2021-03-24,Weekly new hospital admissions,4747.0
Spain,ESP,2021-03-24,Weekly new hospital admissions per million,99.814
Spain,ESP,2021-03-25,Daily ICU occupancy,1830.0
Spain,ESP,2021-03-25,Daily ICU occupancy per million,38.479
Spain,ESP,2021-03-25,Daily hospital occupancy,5849.0
Spain,ESP,2021-03-25,Daily hospital occupancy per million,122.985
Spain,ESP,2021-03-25,Weekly new ICU admissions,742.0
Spain,ESP,2021-03-25,Weekly new ICU admissions per million,15.602
Spain,ESP,2021-03-25,Weekly new hospital admissions,4857.0
Spain,ESP,2021-03-25,Weekly new hospital admissions per million,102.127
Spain,ESP,2021-03-26,Daily ICU occupancy,1812.0
Spain,ESP,2021-03-26,Daily ICU occupancy per million,38.1
Spain,ESP,2021-03-26,Daily hospital occupancy,5642.0
Spain,ESP,2021-03-26,Daily hospital occupancy per million,118.633
Spain,ESP,2021-03-26,Weekly new ICU admissions,739.0
Spain,ESP,2021-03-26,Weekly new ICU admissions per million,15.539
Spain,ESP,2021-03-26,Weekly new hospital admissions,4970.0
Spain,ESP,2021-03-26,Weekly new hospital admissions per million,104.503
Spain,ESP,2021-03-27,Daily ICU occupancy,1808.0
Spain,ESP,2021-03-27,Daily ICU occupancy per million,38.016
Spain,ESP,2021-03-27,Daily hospital occupancy,5704.0
Spain,ESP,2021-03-27,Daily hospital occupancy per million,119.936
Spain,ESP,2021-03-27,Weekly new ICU admissions,722.0
Spain,ESP,2021-03-27,Weekly new ICU admissions per million,15.181
Spain,ESP,2021-03-27,Weekly new hospital admissions,5082.0
Spain,ESP,2021-03-27,Weekly new hospital admissions per million,106.858
Spain,ESP,2021-03-28,Daily ICU occupancy,1867.0
Spain,ESP,2021-03-28,Daily ICU occupancy per million,39.257
Spain,ESP,2021-03-28,Daily hospital occupancy,6231.0
Spain,ESP,2021-03-28,Daily hospital occupancy per million,131.017
Spain,ESP,2021-03-28,Weekly new ICU admissions,713.0
Spain,ESP,2021-03-28,Weekly new ICU admissions per million,14.992
Spain,ESP,2021-03-28,Weekly new hospital admissions,5152.0
Spain,ESP,2021-03-28,Weekly new hospital admissions per million,108.329
Spain,ESP,2021-03-29,Daily ICU occupancy,1853.0
Spain,ESP,2021-03-29,Daily ICU occupancy per million,38.962
Spain,ESP,2021-03-29,Daily hospital occupancy,6243.0
Spain,ESP,2021-03-29,Daily hospital occupancy per million,131.27
Spain,ESP,2021-03-29,Weekly new ICU admissions,729.0
Spain,ESP,2021-03-29,Weekly new ICU admissions per million,15.328
Spain,ESP,2021-03-29,Weekly new hospital admissions,5257.0
Spain,ESP,2021-03-29,Weekly new hospital admissions per million,110.537
Spain,ESP,2021-03-30,Daily ICU occupancy,1832.0
Spain,ESP,2021-03-30,Daily ICU occupancy per million,38.521
Spain,ESP,2021-03-30,Daily hospital occupancy,6245.0
Spain,ESP,2021-03-30,Daily hospital occupancy per million,131.312
Spain,ESP,2021-03-30,Weekly new ICU admissions,740.0
Spain,ESP,2021-03-30,Weekly new ICU admissions per million,15.56
Spain,ESP,2021-03-30,Weekly new hospital admissions,5417.0
Spain,ESP,2021-03-30,Weekly new hospital admissions per million,113.902
Spain,ESP,2021-03-31,Daily ICU occupancy,1843.0
Spain,ESP,2021-03-31,Daily ICU occupancy per million,38.752
Spain,ESP,2021-03-31,Daily hospital occupancy,6092.0
Spain,ESP,2021-03-31,Daily hospital occupancy per million,128.095
Spain,ESP,2021-03-31,Weekly new ICU admissions,756.0
Spain,ESP,2021-03-31,Weekly new ICU admissions per million,15.896
Spain,ESP,2021-03-31,Weekly new hospital admissions,5571.0
Spain,ESP,2021-03-31,Weekly new hospital admissions per million,117.14
Spain,ESP,2021-04-01,Daily ICU occupancy,1847.0
Spain,ESP,2021-04-01,Daily ICU occupancy per million,38.836
Spain,ESP,2021-04-01,Daily hospital occupancy,6136.0
Spain,ESP,2021-04-01,Daily hospital occupancy per million,129.02
Spain,ESP,2021-04-01,Weekly new ICU admissions,772.0
Spain,ESP,2021-04-01,Weekly new ICU admissions per million,16.233
Spain,ESP,2021-04-01,Weekly new hospital admissions,5641.0
Spain,ESP,2021-04-01,Weekly new hospital admissions per million,118.611
Spain,ESP,2021-04-02,Daily ICU occupancy,1876.0
Spain,ESP,2021-04-02,Daily ICU occupancy per million,39.446
Spain,ESP,2021-04-02,Daily hospital occupancy,6505.0
Spain,ESP,2021-04-02,Daily hospital occupancy per million,136.779
Spain,ESP,2021-04-02,Weekly new ICU admissions,768.0
Spain,ESP,2021-04-02,Weekly new ICU admissions per million,16.148
Spain,ESP,2021-04-02,Weekly new hospital admissions,5692.0
Spain,ESP,2021-04-02,Weekly new hospital admissions per million,119.684
Spain,ESP,2021-04-03,Daily ICU occupancy,1834.0
Spain,ESP,2021-04-03,Daily ICU occupancy per million,38.563
Spain,ESP,2021-04-03,Daily hospital occupancy,6477.0
Spain,ESP,2021-04-03,Daily hospital occupancy per million,136.19
Spain,ESP,2021-04-03,Weekly new ICU admissions,778.0
Spain,ESP,2021-04-03,Weekly new ICU admissions per million,16.359
Spain,ESP,2021-04-03,Weekly new hospital admissions,5707.0
Spain,ESP,2021-04-03,Weekly new hospital admissions per million,119.999
Spain,ESP,2021-04-04,Daily ICU occupancy,1931.0
Spain,ESP,2021-04-04,Daily ICU occupancy per million,40.603
Spain,ESP,2021-04-04,Daily hospital occupancy,7058.0
Spain,ESP,2021-04-04,Daily hospital occupancy per million,148.406
Spain,ESP,2021-04-04,Weekly new ICU admissions,808.0
Spain,ESP,2021-04-04,Weekly new ICU admissions per million,16.99
Spain,ESP,2021-04-04,Weekly new hospital admissions,5947.0
Spain,ESP,2021-04-04,Weekly new hospital admissions per million,125.046
Spain,ESP,2021-04-05,Daily ICU occupancy,1992.0
Spain,ESP,2021-04-05,Daily ICU occupancy per million,41.885
Spain,ESP,2021-04-05,Daily hospital occupancy,7435.0
Spain,ESP,2021-04-05,Daily hospital occupancy per million,156.333
Spain,ESP,2021-04-05,Weekly new ICU admissions,832.0
Spain,ESP,2021-04-05,Weekly new ICU admissions per million,17.494
Spain,ESP,2021-04-05,Weekly new hospital admissions,6015.0
Spain,ESP,2021-04-05,Weekly new hospital admissions per million,126.475
Spain,ESP,2021-04-06,Daily ICU occupancy,2009.0
Spain,ESP,2021-04-06,Daily ICU occupancy per million,42.243
Spain,ESP,2021-04-06,Daily hospital occupancy,7408.0
Spain,ESP,2021-04-06,Daily hospital occupancy per million,155.766
Spain,ESP,2021-04-06,Weekly new ICU admissions,861.0
Spain,ESP,2021-04-06,Weekly new ICU admissions per million,18.104
Spain,ESP,2021-04-06,Weekly new hospital admissions,6178.0
Spain,ESP,2021-04-06,Weekly new hospital admissions per million,129.903
Spain,ESP,2021-04-07,Daily ICU occupancy,2024.0
Spain,ESP,2021-04-07,Daily ICU occupancy per million,42.558
Spain,ESP,2021-04-07,Daily hospital occupancy,7360.0
Spain,ESP,2021-04-07,Daily hospital occupancy per million,154.756
Spain,ESP,2021-04-07,Weekly new ICU admissions,873.0
Spain,ESP,2021-04-07,Weekly new ICU admissions per million,18.356
Spain,ESP,2021-04-07,Weekly new hospital admissions,6261.0
Spain,ESP,2021-04-07,Weekly new hospital admissions per million,131.648
Spain,ESP,2021-04-08,Daily ICU occupancy,2050.0
Spain,ESP,2021-04-08,Daily ICU occupancy per million,43.105
Spain,ESP,2021-04-08,Daily hospital occupancy,7309.0
Spain,ESP,2021-04-08,Daily hospital occupancy per million,153.684
Spain,ESP,2021-04-08,Weekly new ICU admissions,889.0
Spain,ESP,2021-04-08,Weekly new ICU admissions per million,18.693
Spain,ESP,2021-04-08,Weekly new hospital admissions,6402.0
Spain,ESP,2021-04-08,Weekly new hospital admissions per million,134.613
Spain,ESP,2021-04-09,Daily ICU occupancy,2075.0
Spain,ESP,2021-04-09,Daily ICU occupancy per million,43.63
Spain,ESP,2021-04-09,Daily hospital occupancy,7086.0
Spain,ESP,2021-04-09,Daily hospital occupancy per million,148.995
Spain,ESP,2021-04-09,Weekly new ICU admissions,934.0
Spain,ESP,2021-04-09,Weekly new ICU admissions per million,19.639
Spain,ESP,2021-04-09,Weekly new hospital admissions,6589.0
Spain,ESP,2021-04-09,Weekly new hospital admissions per million,138.545
Spain,ESP,2021-04-10,Daily ICU occupancy,2078.0
Spain,ESP,2021-04-10,Daily ICU occupancy per million,43.693
Spain,ESP,2021-04-10,Daily hospital occupancy,7157.0
Spain,ESP,2021-04-10,Daily hospital occupancy per million,150.488
Spain,ESP,2021-04-10,Weekly new ICU admissions,977.0
Spain,ESP,2021-04-10,Weekly new ICU admissions per million,20.543
Spain,ESP,2021-04-10,Weekly new hospital admissions,6812.0
Spain,ESP,2021-04-10,Weekly new hospital admissions per million,143.234
Spain,ESP,2021-04-11,Daily ICU occupancy,2168.0
Spain,ESP,2021-04-11,Daily ICU occupancy per million,45.586
Spain,ESP,2021-04-11,Daily hospital occupancy,7821.0
Spain,ESP,2021-04-11,Daily hospital occupancy per million,164.45
Spain,ESP,2021-04-11,Weekly new ICU admissions,989.0
Spain,ESP,2021-04-11,Weekly new ICU admissions per million,20.795
Spain,ESP,2021-04-11,Weekly new hospital admissions,6751.0
Spain,ESP,2021-04-11,Weekly new hospital admissions per million,141.951
Spain,ESP,2021-04-12,Daily ICU occupancy,2152.0
Spain,ESP,2021-04-12,Daily ICU occupancy per million,45.249
Spain,ESP,2021-04-12,Daily hospital occupancy,7802.0
Spain,ESP,2021-04-12,Daily hospital occupancy per million,164.05
Spain,ESP,2021-04-12,Weekly new ICU admissions,1011.0
Spain,ESP,2021-04-12,Weekly new ICU admissions per million,21.258
Spain,ESP,2021-04-12,Weekly new hospital admissions,6921.0
Spain,ESP,2021-04-12,Weekly new hospital admissions per million,145.526
Spain,ESP,2021-04-13,Daily ICU occupancy,2153.0
Spain,ESP,2021-04-13,Daily ICU occupancy per million,45.27
Spain,ESP,2021-04-13,Daily hospital occupancy,7644.0
Spain,ESP,2021-04-13,Daily hospital occupancy per million,160.728
Spain,ESP,2021-04-13,Weekly new ICU admissions,1016.0
Spain,ESP,2021-04-13,Weekly new ICU admissions per million,21.363
Spain,ESP,2021-04-13,Weekly new hospital admissions,6872.0
Spain,ESP,2021-04-13,Weekly new hospital admissions per million,144.495
Spain,ESP,2021-04-14,Daily ICU occupancy,2144.0
Spain,ESP,2021-04-14,Daily ICU occupancy per million,45.081
Spain,ESP,2021-04-14,Daily hospital occupancy,7589.0
Spain,ESP,2021-04-14,Daily hospital occupancy per million,159.571
Spain,ESP,2021-04-14,Weekly new ICU admissions,1020.0
Spain,ESP,2021-04-14,Weekly new ICU admissions per million,21.447
Spain,ESP,2021-04-14,Weekly new hospital admissions,6922.0
Spain,ESP,2021-04-14,Weekly new hospital admissions per million,145.547
Spain,ESP,2021-04-15,Daily ICU occupancy,2180.0
Spain,ESP,2021-04-15,Daily ICU occupancy per million,45.838
Spain,ESP,2021-04-15,Daily hospital occupancy,7618.0
Spain,ESP,2021-04-15,Daily hospital occupancy per million,160.181
Spain,ESP,2021-04-15,Weekly new ICU admissions,1039.0
Spain,ESP,2021-04-15,Weekly new ICU admissions per million,21.847
Spain,ESP,2021-04-15,Weekly new hospital admissions,6931.0
Spain,ESP,2021-04-15,Weekly new hospital admissions per million,145.736
Spain,ESP,2021-04-16,Daily ICU occupancy,2195.0
Spain,ESP,2021-04-16,Daily ICU occupancy per million,46.154
Spain,ESP,2021-04-16,Daily hospital occupancy,7380.0
Spain,ESP,2021-04-16,Daily hospital occupancy per million,155.177
Spain,ESP,2021-04-16,Weekly new ICU admissions,1042.0
Spain,ESP,2021-04-16,Weekly new ICU admissions per million,21.91
Spain,ESP,2021-04-16,Weekly new hospital admissions,7057.0
Spain,ESP,2021-04-16,Weekly new hospital admissions per million,148.385
Spain,ESP,2021-04-17,Daily ICU occupancy,2213.0
Spain,ESP,2021-04-17,Daily ICU occupancy per million,46.532
Spain,ESP,2021-04-17,Daily hospital occupancy,7422.0
Spain,ESP,2021-04-17,Daily hospital occupancy per million,156.06
Spain,ESP,2021-04-17,Weekly new ICU admissions,1053.0
Spain,ESP,2021-04-17,Weekly new ICU admissions per million,22.141
Spain,ESP,2021-04-17,Weekly new hospital admissions,7144.0
Spain,ESP,2021-04-17,Weekly new hospital admissions per million,150.215
Spain,ESP,2021-04-18,Daily ICU occupancy,2276.0
Spain,ESP,2021-04-18,Daily ICU occupancy per million,47.857
Spain,ESP,2021-04-18,Daily hospital occupancy,8153.0
Spain,ESP,2021-04-18,Daily hospital occupancy per million,171.43
Spain,ESP,2021-04-18,Weekly new ICU admissions,1070.0
Spain,ESP,2021-04-18,Weekly new ICU admissions per million,22.499
Spain,ESP,2021-04-18,Weekly new hospital admissions,7163.0
Spain,ESP,2021-04-18,Weekly new hospital admissions per million,150.614
Spain,ESP,2021-04-19,Daily ICU occupancy,2286.0
Spain,ESP,2021-04-19,Daily ICU occupancy per million,48.067
Spain,ESP,2021-04-19,Daily hospital occupancy,8014.0
Spain,ESP,2021-04-19,Daily hospital occupancy per million,168.508
Spain,ESP,2021-04-19,Weekly new ICU admissions,1074.0
Spain,ESP,2021-04-19,Weekly new ICU admissions per million,22.583
Spain,ESP,2021-04-19,Weekly new hospital admissions,7115.0
Spain,ESP,2021-04-19,Weekly new hospital admissions per million,149.605
Spain,ESP,2021-04-20,Daily ICU occupancy,2288.0
Spain,ESP,2021-04-20,Daily ICU occupancy per million,48.109
Spain,ESP,2021-04-20,Daily hospital occupancy,7820.0
Spain,ESP,2021-04-20,Daily hospital occupancy per million,164.429
Spain,ESP,2021-04-20,Weekly new ICU admissions,1086.0
Spain,ESP,2021-04-20,Weekly new ICU admissions per million,22.835
Spain,ESP,2021-04-20,Weekly new hospital admissions,7195.0
Spain,ESP,2021-04-20,Weekly new hospital admissions per million,151.287
Spain,ESP,2021-04-21,Daily ICU occupancy,2283.0
Spain,ESP,2021-04-21,Daily ICU occupancy per million,48.004
Spain,ESP,2021-04-21,Daily hospital occupancy,7766.0
Spain,ESP,2021-04-21,Daily hospital occupancy per million,163.293
Spain,ESP,2021-04-21,Weekly new ICU admissions,1095.0
Spain,ESP,2021-04-21,Weekly new ICU admissions per million,23.024
Spain,ESP,2021-04-21,Weekly new hospital admissions,7174.0
Spain,ESP,2021-04-21,Weekly new hospital admissions per million,150.845
Spain,ESP,2021-04-22,Daily ICU occupancy,2297.0
Spain,ESP,2021-04-22,Daily ICU occupancy per million,48.298
Spain,ESP,2021-04-22,Daily hospital occupancy,7674.0
Spain,ESP,2021-04-22,Daily hospital occupancy per million,161.359
Spain,ESP,2021-04-22,Weekly new ICU admissions,1080.0
Spain,ESP,2021-04-22,Weekly new ICU admissions per million,22.709
Spain,ESP,2021-04-22,Weekly new hospital admissions,7214.0
Spain,ESP,2021-04-22,Weekly new hospital admissions per million,151.686
Spain,ESP,2021-04-23,Daily ICU occupancy,2303.0
Spain,ESP,2021-04-23,Daily ICU occupancy per million,48.424
Spain,ESP,2021-04-23,Daily hospital occupancy,7343.0
Spain,ESP,2021-04-23,Daily hospital occupancy per million,154.399
Spain,ESP,2021-04-23,Weekly new ICU admissions,1068.0
Spain,ESP,2021-04-23,Weekly new ICU admissions per million,22.456
Spain,ESP,2021-04-23,Weekly new hospital admissions,7052.0
Spain,ESP,2021-04-23,Weekly new hospital admissions per million,148.28
Spain,ESP,2021-04-24,Daily ICU occupancy,2303.0
Spain,ESP,2021-04-24,Daily ICU occupancy per million,48.424
Spain,ESP,2021-04-24,Daily hospital occupancy,7387.0
Spain,ESP,2021-04-24,Daily hospital occupancy per million,155.324
Spain,ESP,2021-04-24,Weekly new ICU admissions,1048.0
Spain,ESP,2021-04-24,Weekly new ICU admissions per million,22.036
Spain,ESP,2021-04-24,Weekly new hospital admissions,6888.0
Spain,ESP,2021-04-24,Weekly new hospital admissions per million,144.832
Spain,ESP,2021-04-25,Daily ICU occupancy,2356.0
Spain,ESP,2021-04-25,Daily ICU occupancy per million,49.539
Spain,ESP,2021-04-25,Daily hospital occupancy,8024.0
Spain,ESP,2021-04-25,Daily hospital occupancy per million,168.718
Spain,ESP,2021-04-25,Weekly new ICU admissions,1024.0
Spain,ESP,2021-04-25,Weekly new ICU admissions per million,21.531
Spain,ESP,2021-04-25,Weekly new hospital admissions,6821.0
Spain,ESP,2021-04-25,Weekly new hospital admissions per million,143.423
Spain,ESP,2021-04-26,Daily ICU occupancy,2332.0
Spain,ESP,2021-04-26,Daily ICU occupancy per million,49.034
Spain,ESP,2021-04-26,Daily hospital occupancy,7875.0
Spain,ESP,2021-04-26,Daily hospital occupancy per million,165.585
Spain,ESP,2021-04-26,Weekly new ICU admissions,992.0
Spain,ESP,2021-04-26,Weekly new ICU admissions per million,20.858
Spain,ESP,2021-04-26,Weekly new hospital admissions,6818.0
Spain,ESP,2021-04-26,Weekly new hospital admissions per million,143.36
Spain,ESP,2021-04-27,Daily ICU occupancy,2316.0
Spain,ESP,2021-04-27,Daily ICU occupancy per million,48.698
Spain,ESP,2021-04-27,Daily hospital occupancy,7669.0
Spain,ESP,2021-04-27,Daily hospital occupancy per million,161.254
